,type,word,position,stemmed,polarity
4272,0.5,interested,adj,n,1
4273,1.0,interesting,anypos,n,1
4274,0.5,interests,adj,n,1
4275,0.5,interests,noun,n,1
4276,0.5,interfere,verb,y,-1
4277,0.5,interference,adj,n,-1
4278,0.5,interference,noun,n,-1
4279,0.5,intermittent,adj,n,-1
4280,0.5,interrupt,verb,y,-1
4281,0.5,interruption,noun,n,-1
4282,1.0,intimacy,adj,n,1
4283,1.0,intimacy,noun,n,1
4284,0.5,intimate,adj,n,1
4285,1.0,intimate,verb,y,0
4286,0.5,intimidate,verb,y,-1
4287,1.0,intimidating,anypos,n,-1
4288,1.0,intimidatingly,anypos,n,-1
4289,0.5,intimidation,adj,n,-1
4290,0.5,intimidation,noun,n,-1
4291,1.0,intolerable,adj,n,-1
4292,1.0,intolerablely,anypos,n,-1
4293,1.0,intolerance,adj,n,-1
4294,1.0,intolerance,noun,n,-1
4295,1.0,intolerant,anypos,n,-1
4296,0.5,intoxicate,verb,y,-1
4297,0.5,intractable,adj,n,-1
4298,1.0,intransigence,adj,n,-1
4299,1.0,intransigence,noun,n,-1
4300,1.0,intransigent,anypos,n,-1
4301,0.5,intricate,adj,n,1
4302,1.0,intrigue,adj,n,1
4303,1.0,intrigue,noun,n,1
4304,0.5,intrigue,verb,y,0
4305,1.0,intriguing,adj,n,1
4306,1.0,intriguing,anypos,n,1
4307,1.0,intriguingly,anypos,n,1
4308,1.0,intrude,verb,y,-1
4309,0.5,intrusion,noun,n,-1
4310,1.0,intrusive,adj,n,-1
4311,1.0,intuitive,adj,n,1
4312,1.0,inundate,verb,y,-1
4313,1.0,inundated,anypos,n,-1
4314,0.5,invader,adj,n,-1
4315,0.5,invader,noun,n,-1
4316,1.0,invalid,adj,n,-1
4317,1.0,invalidate,verb,y,-1
4318,1.0,invalidity,noun,n,-1
4319,1.0,invaluable,adj,n,1
4320,1.0,invaluablely,anypos,n,1
4321,0.5,invasive,adj,n,-1
4322,1.0,invective,anypos,n,-1
4323,1.0,inveigle,verb,y,-1
4324,0.5,inventive,adj,n,1
4325,1.0,invidious,adj,n,-1
4326,1.0,invidiously,anypos,n,-1
4327,1.0,invidiousness,noun,n,-1
4328,0.5,invigorate,verb,y,1
4329,1.0,invigorating,anypos,n,1
4330,1.0,invincibility,anypos,n,1
4331,1.0,invincible,adj,n,1
4332,1.0,inviolable,adj,n,1
4333,1.0,inviolate,adj,n,1
4334,0.5,invisible,adj,n,0
4335,1.0,invulnerable,adj,n,1
4336,0.5,involuntarily,adverb,n,-1
4337,0.5,involuntary,adj,n,-1
4338,1.0,irate,adj,n,-1
4339,1.0,irately,anypos,n,-1
4340,1.0,ire,noun,n,-1
4341,1.0,irk,verb,y,-1
4342,1.0,irksome,anypos,n,-1
4343,1.0,ironic,adj,n,-1
4344,1.0,ironies,adj,n,-1
4345,1.0,ironies,noun,n,-1
4346,1.0,irony,anypos,n,-1
4347,1.0,irrational,adj,n,-1
4348,1.0,irrationality,noun,n,-1
4349,1.0,irrationally,anypos,n,-1
4350,1.0,irreconcilable,adj,n,-1
4351,1.0,irredeemable,adj,n,-1
4352,1.0,irredeemably,adverb,n,-1
4353,1.0,irreformable,adj,n,-1
4354,1.0,irrefutable,adj,n,1
4355,1.0,irrefutably,anypos,n,1
4356,1.0,irregardless,anypos,n,0
4357,0.5,irregular,adj,n,-1
4358,0.5,irregularity,noun,n,-1
4359,1.0,irrelevance,noun,n,-1
4360,1.0,irrelevant,adj,n,-1
4361,1.0,irreparable,adj,n,-1
4362,1.0,irreplacible,adj,n,-1
4363,1.0,irrepressible,adj,n,-1
4364,1.0,irreproachable,adj,n,1
4365,1.0,irresistible,adj,n,1
4366,1.0,irresistibly,anypos,n,1
4367,1.0,irresolute,adj,n,-1
4368,0.5,irresolvable,adj,n,-1
4369,1.0,irresponsible,adj,n,-1
4370,1.0,irresponsibly,adverb,n,-1
4371,0.5,irretrievable,adj,n,-1
4372,1.0,irreverence,noun,n,-1
4373,1.0,irreverent,adj,n,-1
4374,1.0,irreverently,adverb,n,-1
4375,1.0,irreversible,adj,n,-1
4376,1.0,irreversible,noun,n,-1
4377,1.0,irritable,adj,n,-1
4378,1.0,irritably,adverb,n,-1
4379,0.5,irritant,noun,n,-1
4380,1.0,irritate,verb,y,-1
4381,1.0,irritated,adj,n,-1
4382,1.0,irritating,anypos,n,-1
4383,1.0,irritation,adj,n,-1
4384,1.0,irritation,noun,n,-1
4385,0.5,isolate,verb,y,-1
4386,0.5,isolated,adj,n,-1
4387,0.5,isolation,noun,n,-1
4388,1.0,itch,verb,y,-1
4389,1.0,jabber,verb,y,-1
4390,1.0,jaded,adj,n,-1
4391,0.5,jam,noun,n,-1
4392,0.5,jar,verb,y,-1
4393,1.0,jaundiced,adj,n,-1
4394,1.0,jauntily,adverb,n,1
4395,1.0,jaunty,adj,n,1
4396,1.0,jealous,adj,n,-1
4397,1.0,jealously,anypos,n,-1
4398,1.0,jealousness,noun,n,-1
4399,1.0,jealousy,noun,n,-1
4400,1.0,jeer,noun,n,-1
4401,1.0,jeer,verb,y,-1
4402,1.0,jeering,anypos,y,-1
4403,1.0,jeeringly,anypos,y,-1
4404,1.0,jeers,noun,n,-1
4405,1.0,jeopardize,verb,y,-1
4406,1.0,jeopardy,noun,n,-1
4407,1.0,jerk,anypos,y,-1
4408,1.0,jest,verb,y,1
4409,1.0,jittery,adj,n,-1
4410,0.5,jobless,adj,n,-1
4411,1.0,joke,noun,n,1
4412,1.0,joke,verb,y,1
4413,1.0,joker,noun,n,-1
4414,0.5,jollify,verb,y,1
4415,1.0,jolly,anypos,y,1
4416,0.5,jolt,verb,y,-1
4417,1.0,jovial,adj,n,1
4418,1.0,joy,noun,n,1
4419,1.0,joyful,adj,n,1
4420,1.0,joyfully,anypos,n,1
4421,1.0,joyless,adj,n,1
4422,1.0,joyous,anypos,n,1
4423,1.0,joyously,anypos,n,1
4424,1.0,jubilant,adj,n,1
4425,1.0,jubilantly,anypos,n,1
4426,1.0,jubilate,verb,y,1
4427,1.0,jubilation,anypos,n,1
4428,1.0,jubilation,noun,n,1
4429,0.5,judgement,adj,n,0
4430,0.5,judgement,noun,n,0
4431,0.5,judgements,adj,n,0
4432,0.5,judgements,noun,n,0
4433,1.0,judicious,adj,n,1
4434,0.5,judgment,adj,n,0
4435,0.5,judgment,noun,n,0
4436,0.5,judgments,adj,n,0
4437,0.5,judgments,noun,n,0
4438,0.5,jumpy,adj,n,-1
4439,0.5,junk,noun,n,-1
4440,0.5,junky,adj,n,-1
4441,1.0,just,adj,n,1
4442,0.5,just,anypos,n,1
4443,0.5,just,noun,n,1
4444,0.5,justice,adj,n,1
4445,0.5,justice,noun,n,1
4446,1.0,justifiable,adj,n,1
4447,1.0,justifiably,anypos,y,1
4448,1.0,justification,noun,n,1
4449,1.0,justify,verb,y,1
4450,1.0,justly,anypos,n,1
4451,0.5,juvenile,adj,n,-1
4452,1.0,kaput,adj,n,-1
4453,1.0,keen,adj,n,1
4454,1.0,keen,noun,n,-1
4455,1.0,keen,verb,y,-1
4456,1.0,keenly,anypos,n,1
4457,1.0,keenness,adj,n,1
4458,1.0,keenness,noun,n,1
4459,1.0,kemp,adj,n,1
4460,0.5,key,adj,n,0
4461,1.0,kick,adj,n,-1
4462,1.0,kick,noun,n,-1
4463,1.0,kid,verb,y,1
4464,0.5,kill,verb,y,-1
4465,0.5,killer,noun,n,-1
4466,0.5,killer,noun,n,-1
4467,1.0,killjoy,noun,n,-1
4468,1.0,kind,adj,n,1
4469,1.0,kindly,anypos,n,1
4470,1.0,kindliness,noun,n,1
4471,1.0,kindness,noun,n,1
4472,1.0,kingmaker,noun,n,1
4473,0.5,kiss,noun,n,1
4474,0.5,kiss,verb,y,1
4475,1.0,knave,noun,n,-1
4476,0.5,knife,verb,y,-1
4477,0.5,knock,noun,n,-1
4478,0.5,knock,verb,y,-1
4479,1.0,knew,verb,n,0
4480,1.0,know,verb,n,0
4481,1.0,knowing,anypos,n,0
4482,1.0,knowingly,anypos,n,0
4483,1.0,knowledge,noun,n,0
4484,1.0,knowledgeable,anypos,n,1
4485,1.0,kook,noun,n,-1
4486,1.0,kooky,adj,n,-1
4487,1.0,lack,adj,n,-1
4488,1.0,lack,noun,n,-1
4489,1.0,lackadaisical,adj,n,-1
4490,1.0,lackey,noun,n,-1
4491,1.0,lackeys,adj,n,-1
4492,1.0,lackeys,noun,n,-1
4493,1.0,lacking,adj,n,-1
4494,1.0,lackluster,anypos,y,-1
4495,1.0,laconic,adj,n,-1
4496,0.5,lag,verb,y,-1
4497,1.0,lambast,verb,y,-1
4498,1.0,lambaste,verb,y,-1
4499,0.5,lame,adj,n,-1
4500,1.0,lame-duck,adj,n,-1
4501,1.0,lament,verb,y,-1
4502,1.0,lamentable,anypos,n,-1
4503,1.0,lamentably,anypos,n,-1
4504,1.0,languid,adj,n,-1
4505,1.0,languish,verb,y,-1
4506,0.5,lanky,adj,n,-1
4507,1.0,languor,noun,n,-1
4508,1.0,languorous,adj,n,-1
4509,1.0,languorously,adverb,n,-1
4510,0.5,large,adj,n,0
4511,0.5,large-scale,adj,n,0
4512,0.5,lapse,noun,n,-1
4513,0.5,large,adj,n,1
4514,0.5,large,adverb,n,1
4515,0.5,largely,adverb,n,0
4516,1.0,lark,verb,y,1
4517,1.0,lascivious,adj,n,-1
4518,1.0,last-ditch,adj,n,-1
4519,1.0,last-ditch,noun,n,-1
4520,1.0,lastly,anypos,y,0
4521,1.0,laud,verb,y,1
4522,1.0,laudable,anypos,n,1
4523,1.0,laudably,anypos,n,1
4524,1.0,laugh,noun,n,-1
4525,1.0,laugh,verb,y,-1
4526,1.0,laughable,anypos,n,-1
4527,1.0,laughably,anypos,n,-1
4528,1.0,laughingstock,noun,n,-1
4529,1.0,laughter,noun,n,-1
4530,1.0,lavish,adj,n,1
4531,1.0,lavish,verb,y,1
4532,1.0,lavishly,anypos,n,1
4533,1.0,law-abiding,adj,n,1
4534,1.0,lawbreaker,adj,n,-1
4535,1.0,lawbreaking,anypos,n,-1
4536,0.5,lawful,adj,n,1
4537,0.5,lawfully,adverb,n,1
4538,1.0,lawless,adj,n,-1
4539,1.0,lawlessness,adj,n,-1
4540,1.0,lawlessness,noun,n,-1
4541,1.0,lax,adj,n,-1
4542,1.0,lax,noun,n,-1
4543,1.0,lazy,adj,n,-1
4544,0.5,leading,adj,n,1
4545,0.5,leak,verb,y,-1
4546,0.5,leakage,noun,n,-1
4547,0.5,leaky,adj,n,-1
4548,0.5,lean,adj,n,1
4549,0.5,lean,noun,n,1
4550,0.5,learn,adj,n,0
4551,0.5,learning,noun,n,1
4552,0.5,learned,noun,n,1
4553,0.5,least,anypos,n,-1
4554,1.0,lech,noun,n,-1
4555,1.0,lecher,noun,n,-1
4556,1.0,lecher,noun,n,-1
4557,1.0,lecherous,adj,n,-1
4558,1.0,lechery,noun,n,-1
4559,0.5,lecture,noun,n,-1
4560,0.5,lecture,verb,y,-1
4561,1.0,leech,adj,n,-1
4562,1.0,leech,noun,n,-1
4563,1.0,leech,verb,y,-1
4564,1.0,leer,noun,n,-1
4565,1.0,leer,verb,y,-1
4566,1.0,leery,adj,n,-1
4567,1.0,left-leaning,adj,n,-1
4568,0.5,legacy,noun,n,0
4569,0.5,legacies,adj,n,0
4570,0.5,legacies,noun,n,0
4571,0.5,legalistic,adj,n,0
4572,0.5,legalistic,noun,n,0
4573,0.5,legendary,adj,n,1
4574,0.5,legitimacy,noun,n,1
4575,0.5,legitimate,adj,n,1
4576,0.5,legitimately,adverb,n,1
4577,0.5,lenient,adj,n,1
4578,0.5,leniently,adverb,n,1
4579,0.5,less,adverb,n,-1
4580,0.5,less-developed,adj,n,-1
4581,0.5,less-expensive,adj,n,1
4582,0.5,lessen,verb,y,-1
4583,0.5,lesser,anypos,n,-1
4584,0.5,lesser-known,adj,n,-1
4585,1.0,letch,noun,n,-1
4586,0.5,lethal,adj,n,-1
4587,0.5,lethargic,adj,n,-1
4588,0.5,lethargy,noun,n,-1
4589,0.5,leverage,noun,n,1
4590,0.5,leverage,verb,y,1
4591,1.0,levity,noun,n,1
4592,1.0,lewd,adj,n,-1
4593,1.0,lewdly,adverb,n,-1
4594,1.0,lewdness,noun,n,-1
4595,0.5,liable,adj,n,-1
4596,1.0,liability,adj,n,-1
4597,1.0,liability,noun,n,-1
4598,1.0,liar,adj,n,-1
4599,1.0,liar,noun,n,-1
4600,1.0,liars,adj,n,-1
4601,1.0,liars,noun,n,-1
4602,0.5,liberal,adj,n,1
4603,0.5,liberation,adj,n,1
4604,0.5,liberation,noun,n,1
4605,0.5,liberalism,noun,n,1
4606,0.5,liberally,adverb,n,1
4607,1.0,liberate,verb,y,1
4608,1.0,liberty,noun,n,1
4609,1.0,licentious,adj,n,-1
4610,1.0,licentiously,adverb,n,-1
4611,1.0,licentiousness,noun,n,-1
4612,1.0,lie,adj,n,-1
4613,1.0,lie,noun,n,-1
4614,0.5,lie,verb,n,-1
4615,1.0,lier,noun,n,-1
4616,1.0,lies,adj,n,-1
4617,1.0,lies,noun,n,-1
4618,0.5,life-threatening,adj,n,-1
4619,1.0,lifeblood,noun,n,1
4620,0.5,lifeless,adj,n,-1
4621,0.5,lifelong,adj,n,1
4622,0.5,light,adj,n,1
4623,0.5,light,noun,n,1
4624,1.0,light-hearted,adj,n,1
4625,0.5,lighten,verb,y,1
4626,1.0,likable,adj,n,1
4627,1.0,like,verb,y,1
4628,0.5,likelihood,adj,n,0
4629,0.5,likelihood,noun,n,0
4630,0.5,likely,anypos,y,0
4631,1.0,liking,noun,n,1
4632,1.0,likewise,anypos,y,0
4633,0.5,limit,adj,n,-1
4634,0.5,limit,verb,y,-1
4635,0.5,limitation,noun,n,-1
4636,0.5,limited,adj,n,-1
4637,1.0,limitless,adj,n,0
4638,1.0,limitless,noun,n,0
4639,1.0,limp,adj,n,-1
4640,1.0,lionhearted,adj,n,1
4641,1.0,listless,adj,n,-1
4642,0.5,literate,adj,n,1
4643,1.0,litigious,adj,n,-1
4644,1.0,little,adj,n,-1
4645,1.0,little-known,adj,n,-1
4646,0.5,live,adj,n,1
4647,1.0,lively,adj,n,1
4648,1.0,livid,anypos,n,-1
4649,1.0,lividly,anypos,n,-1
4650,1.0,loath,adj,n,-1
4651,1.0,loathe,adj,n,-1
4652,1.0,loathe,verb,y,-1
4653,1.0,loathing,anypos,n,-1
4654,1.0,loathly,anypos,n,-1
4655,1.0,loathsome,adj,n,-1
4656,1.0,loathsomely,anypos,n,-1
4657,1.0,lofty,adj,n,1
4658,0.5,logical,adj,n,1
4659,1.0,lone,adj,n,-1
4660,1.0,lone,noun,n,-1
4661,1.0,loneliness,noun,n,-1
4662,1.0,lonely,adj,n,-1
4663,1.0,lonesome,adj,n,-1
4664,1.0,long,verb,y,-1
4665,1.0,longing,noun,n,-1
4666,1.0,longingly,anypos,n,-1
4667,0.5,look,anypos,y,0
4668,0.5,looking,anypos,y,0
4669,1.0,loophole,noun,n,-1
4670,1.0,loopholes,adj,n,-1
4671,1.0,loopholes,noun,n,-1
4672,1.0,loot,verb,n,-1
4673,1.0,lorn,adj,n,-1
4674,1.0,losing,adj,n,-1
4675,1.0,losing,noun,n,-1
4676,0.5,lose,verb,y,-1
4677,0.5,loser,noun,n,-1
4678,0.5,loss,noun,n,-1
4679,0.5,lost,adj,n,-1
4680,1.0,lousy,adj,n,-1
4681,1.0,lovable,adj,n,1
4682,1.0,lovably,adverb,n,1
4683,1.0,love,noun,n,1
4684,1.0,love,verb,y,1
4685,1.0,loveless,adj,n,-1
4686,1.0,loveliness,noun,n,1
4687,1.0,lovelorn,adj,n,-1
4688,1.0,lover,noun,n,1
4689,1.0,lovely,adj,n,1
4690,1.0,lovely,anypos,y,1
4691,0.5,low,adj,n,-1
4692,0.5,low-cost,adj,n,1
4693,1.0,low-rated,adj,n,-1
4694,0.5,low-risk,adj,n,1
4695,0.5,lower-priced,adj,n,1
4696,1.0,lowly,adj,n,-1
4697,0.5,loyal,adj,n,1
4698,1.0,loyalty,adj,n,1
4699,1.0,loyalty,noun,n,1
4700,1.0,lucid,adj,n,1
4701,1.0,lucidly,adj,n,1
4702,1.0,luck,noun,n,1
4703,1.0,luckier,adj,n,1
4704,1.0,luckier,noun,n,1
4705,1.0,luckiest,anypos,y,1
4706,1.0,luckily,adj,n,1
4707,1.0,luckiness,noun,n,1
4708,1.0,lucky,adj,n,1
4709,1.0,lucky,noun,n,1
4710,0.5,lucrative,adj,n,1
4711,0.5,lucrative,noun,n,1
4712,1.0,ludicrous,adj,n,-1
4713,1.0,ludicrously,anypos,n,-1
4714,1.0,lugubrious,adj,1,-1
4715,1.0,lukewarm,adj,n,-1
4716,0.5,lull,verb,y,-1
4717,0.5,luminous,adj,n,1
4718,1.0,lunatic,adj,n,-1
4719,1.0,lunatic,noun,n,-1
4720,1.0,lunaticism,noun,n,-1
4721,1.0,lurch,verb,y,-1
4722,1.0,lure,verb,y,-1
4723,1.0,lurid,adj,n,-1
4724,1.0,lurk,verb,y,-1
4725,1.0,lurking,adj,n,-1
4726,1.0,lush,adj,n,1
4727,1.0,lust,verb,y,1
4728,1.0,lure,verb,y,-1
4729,1.0,luster,noun,n,1
4730,1.0,lustrous,adj,n,1
4731,1.0,luxuriant,adj,n,1
4732,0.5,luxuriate,verb,y,1
4733,1.0,luxurious,anypos,n,1
4734,1.0,luxuriously,anypos,n,1
4735,1.0,luxury,adj,n,1
4736,1.0,luxury,noun,n,1
4737,1.0,lying,anypos,n,-1
4738,1.0,lyrical,adj,n,1
4739,1.0,macabre,adj,n,-1
4740,1.0,mad,adj,n,-1
4741,1.0,madden,verb,y,-1
4742,1.0,maddening,anypos,n,-1
4743,1.0,maddeningly,anypos,n,-1
4744,1.0,madder,adj,n,-1
4745,1.0,madder,noun,n,-1
4746,1.0,madly,anypos,n,-1
4747,1.0,madman,noun,n,-1
4748,1.0,madness,noun,n,-1
4749,1.0,magic,adj,n,1
4750,1.0,magical,adj,n,1
4751,1.0,magnanimous,anypos,n,1
4752,1.0,magnanimously,anypos,n,1
4753,0.5,magnetic,adj,n,1
4754,1.0,magnificence,anypos,n,1
4755,1.0,magnificent,adj,n,1
4756,1.0,magnificent,anypos,n,1
4757,1.0,magnificently,anypos,n,1
4758,0.5,magnify,verb,n,1
4759,1.0,majestic,adj,n,1
4760,1.0,majesty,noun,n,1
4761,0.5,major,adj,n,0
4762,1.0,maladjusted,adj,n,-1
4763,1.0,maladjustment,noun,n,-1
4764,0.5,malady,noun,n,-1
4765,0.5,malaise,noun,n,-1
4766,1.0,malcontent,adj,n,-1
4767,1.0,malcontent,noun,n,-1
4768,1.0,malcontented,adj,n,-1
4769,1.0,maledict,noun,n,-1
4770,1.0,maledict,verb,y,-1
4771,1.0,malevolence,noun,n,-1
4772,1.0,malevolent,adj,n,-1
4773,1.0,malevolently,anypos,n,-1
4774,1.0,malice,noun,n,-1
4775,1.0,malicious,adj,n,-1
4776,1.0,maliciously,anypos,n,-1
4777,1.0,maliciousness,noun,n,-1
4778,1.0,malign,adj,n,-1
4779,1.0,malign,verb,y,-1
4780,0.5,malignant,adj,n,-1
4781,1.0,malodorous,adj,n,-1
4782,1.0,maltreatment,adj,n,-1
4783,1.0,maltreatment,noun,n,-1
4784,0.5,manageable,adj,n,1
4785,0.5,maneuver,adj,n,-1
4786,0.5,maneuver,noun,n,-1
4787,1.0,mangle,verb,y,-1
4788,1.0,mania,noun,n,-1
4789,1.0,maniac,noun,n,-1
4790,1.0,maniacal,adj,n,-1
4791,1.0,manic,adj,n,-1
4792,1.0,manifest,adj,n,1
4793,0.5,manipulate,verb,y,-1
4794,0.5,manipulation,adj,n,-1
4795,0.5,manipulation,noun,n,-1
4796,1.0,manipulative,adj,n,-1
4797,1.0,manipulators,adj,n,-1
4798,1.0,manipulators,noun,n,-1
4799,1.0,manly,adj,n,1
4800,1.0,mannerly,adj,n,1
4801,1.0,mantra,adj,n,0
4802,1.0,mantra,noun,n,0
4803,1.0,mar,noun,n,-1
4804,1.0,mar,verb,y,-1
4805,0.5,marginal,adj,n,-1
4806,0.5,marginally,adverb,n,-1
4807,1.0,martyrdom,noun,n,-1
4808,1.0,martyrdom-seeking,adj,n,-1
4809,1.0,marvel,noun,n,1
4810,1.0,marvel,verb,y,1
4811,1.0,marvellous,adj,n,1
4812,1.0,marvelous,adj,n,1
4813,1.0,marvelous,anypos,y,1
4814,1.0,marvelously,anypos,n,1
4815,1.0,marvelousness,noun,n,1
4816,1.0,marvels,noun,n,1
4817,1.0,massacre,noun,n,-1
4818,1.0,massacre,verb,y,-1
4819,1.0,massacres,noun,n,-1
4820,0.5,massive,adj,n,0
4821,1.0,master,adj,n,1
4822,1.0,master,noun,n,1
4823,1.0,masterful,adj,n,1
4824,1.0,masterfully,adverb,n,1
4825,1.0,masterpiece,noun,n,1
4826,1.0,masterpieces,noun,n,1
4827,1.0,masters,adj,n,1
4828,1.0,masters,noun,n,1
4829,1.0,mastery,noun,n,1
4830,1.0,matchless,adj,n,1
4831,0.5,matter,verb,y,0
4832,0.5,mature,adj,n,1
4833,0.5,maturely,adverb,n,1
4834,0.5,maturity,noun,n,1
4835,1.0,maverick,adj,n,-1
4836,1.0,mawkish,anypos,n,-1
4837,1.0,mawkishly,anypos,n,-1
4838,1.0,mawkishness,anypos,n,-1
4839,1.0,maxi-devaluation,adj,n,-1
4840,1.0,maxi-devaluation,noun,n,-1
4841,1.0,maximize,verb,y,1
4842,1.0,maybe,anypos,y,0
4843,1.0,meager,adj,n,-1
4844,1.0,mean,adj,n,-1
4845,0.5,mean,verb,y,0
4846,1.0,meaningful,adj,n,1
4847,1.0,meaningless,adj,n,-1
4848,1.0,meanness,noun,n,-1
4849,1.0,meddle,verb,y,-1
4850,1.0,meddlesome,anypos,y,-1
4851,1.0,mediocre,adj,n,-1
4852,1.0,mediocrity,noun,n,-1
4853,1.0,meek,adj,n,1
4854,1.0,melancholy,adj,n,-1
4855,1.0,mellow,adj,n,1
4856,1.0,melodramatic,adj,n,-1
4857,1.0,melodramatically,adverb,n,-1
4858,1.0,memorable,adj,n,1
4859,1.0,memorialize,verb,y,1
4860,0.5,memories,adj,n,0
4861,0.5,memories,noun,n,0
4862,1.0,menace,noun,n,-1
4863,1.0,menace,verb,y,-1
4864,1.0,menacing,anypos,n,-1
4865,1.0,menacingly,anypos,n,-1
4866,0.5,mend,verb,y,1
4867,1.0,mendacious,adj,n,-1
4868,1.0,mendacity,noun,n,-1
4869,0.5,menial,adj,n,-1
4870,1.0,mentality,noun,n,0
4871,0.5,mentor,noun,n,1
4872,1.0,merciful,anypos,y,1
4873,1.0,mercifully,anypos,n,1
4874,1.0,merciless,adj,n,-1
4875,1.0,mercilessly,adverb,n,-1
4876,1.0,mercy,adj,n,1
4877,1.0,mercy,noun,n,1
4878,1.0,mere,adj,n,-1
4879,1.0,mere,anypos,y,-1
4880,1.0,merely,anypos,y,-1
4881,1.0,merit,noun,n,1
4882,1.0,merit,verb,y,1
4883,1.0,meritorious,adj,n,1
4884,1.0,merrily,adj,n,1
4885,1.0,merriment,noun,n,1
4886,1.0,merriness,noun,n,1
4887,1.0,merry,adj,n,1
4888,1.0,mesmerize,verb,y,1
4889,1.0,mesmerizing,anypos,n,1
4890,1.0,mesmerizing,anypos,n,1
4891,1.0,mesmerizingly,anypos,n,1
4892,1.0,mess,adj,n,-1
4893,1.0,mess,noun,n,-1
4894,0.5,messy,adj,n,-1
4895,1.0,metaphorize,verb,y,0
4896,0.5,meticulous,adj,n,1
4897,0.5,meticulously,adj,n,1
4898,1.0,midget,adj,n,-1
4899,1.0,midget,noun,n,-1
4900,0.5,miff,verb,y,-1
4901,0.5,might,anypos,y,0
4902,1.0,might,noun,n,1
4903,1.0,mightily,anypos,n,1
4904,1.0,mighty,anypos,n,1
4905,0.5,mild,adj,n,1
4906,1.0,militancy,adj,n,-1
4907,1.0,militancy,noun,n,-1
4908,0.5,mind,verb,y,-1
4909,1.0,mindful,adj,n,1
4910,1.0,mindless,anypos,n,-1
4911,1.0,mindlessly,anypos,n,-1
4912,0.5,minister,verb,y,1
4913,0.5,minor,adj,n,0
4914,1.0,miracle,noun,n,1
4915,1.0,miracles,noun,n,1
4916,1.0,miraculous,adj,n,1
4917,1.0,miraculously,anypos,n,1
4918,1.0,miraculousness,noun,n,1
4919,1.0,mirage,adj,n,-1
4920,1.0,mirage,noun,n,-1
4921,1.0,mire,noun,n,-1
4922,1.0,mire,verb,y,-1
4923,1.0,mirth,noun,n,1
4924,0.5,misapprehend,verb,y,-1
4925,1.0,misbecoming,adj,n,-1
4926,1.0,misbecome,verb,y,-1
4927,1.0,misbegotten,adj,n,-1
4928,1.0,misbehave,verb,y,-1
4929,1.0,misbehavior,noun,n,-1
4930,0.5,miscalculate,verb,y,-1
4931,0.5,miscalculation,adj,n,-1
4932,0.5,miscalculation,noun,n,-1
4933,1.0,mischief,adj,n,-1
4934,1.0,mischief,noun,n,-1
4935,1.0,mischievous,anypos,n,-1
4936,1.0,mischievously,anypos,n,-1
4937,1.0,misconception,anypos,n,-1
4938,1.0,misconceptions,adj,n,-1
4939,1.0,misconceptions,noun,n,-1
4940,1.0,miscreant,noun,n,-1
4941,1.0,miscreants,noun,n,-1
4942,1.0,misdirection,noun,n,-1
4943,1.0,miser,noun,n,-1
4944,1.0,miserly,anypos,n,-1
4945,1.0,miserable,adj,n,-1
4946,1.0,miserableness,noun,n,-1
4947,1.0,miserably,anypos,n,-1
4948,1.0,miseries,noun,n,-1
4949,1.0,misery,anypos,n,-1
4950,1.0,misery,noun,n,-1
4951,1.0,misfit,noun,n,-1
4952,1.0,misfortune,noun,n,-1
4953,1.0,misgiving,noun,n,-1
4954,1.0,misgivings,noun,n,-1
4955,1.0,misguidance,noun,n,-1
4956,1.0,misguide,verb,y,-1
4957,1.0,misguided,adj,n,-1
4958,1.0,mishandle,verb,y,-1
4959,1.0,mishap,noun,n,-1
4960,1.0,misinform,verb,y,-1
4961,1.0,misinformed,adj,n,-1
4962,1.0,misinterpret,verb,y,-1
4963,1.0,misjudge,verb,y,-1
4964,1.0,misjudgment,noun,n,-1
4965,1.0,mislead,noun,n,-1
4966,1.0,mislead,verb,y,-1
4967,1.0,misleading,anypos,n,-1
4968,1.0,misleadingly,anypos,y,-1
4969,1.0,mislike,verb,y,-1
4970,1.0,mismanage,verb,y,-1
4971,1.0,misread,verb,y,-1
4972,1.0,misreading,adj,n,-1
4973,1.0,misreading,noun,n,-1
4974,1.0,misrepresent,verb,y,-1
4975,1.0,misrepresentation,anypos,y,-1
4976,0.5,miss,verb,y,-1
4977,1.0,misstatement,noun,n,-1
4978,1.0,mistake,adj,n,-1
4979,1.0,mistake,noun,n,-1
4980,1.0,mistaken,verb,y,-1
4981,1.0,mistakenly,adverb,n,-1
4982,1.0,mistakes,adj,n,-1
4983,1.0,mistakes,noun,n,-1
4984,1.0,mistrust,adj,n,-1
4985,1.0,mistrust,noun,n,-1
4986,1.0,mistrustful,anypos,y,-1
4987,1.0,mistrustfully,anypos,y,-1
4988,1.0,misunderstand,verb,n,-1
4989,1.0,misunderstood,verb,n,-1
4990,1.0,misunderstanding,adj,n,-1
4991,1.0,misunderstanding,noun,n,-1
4992,1.0,misunderstanding,verb,n,-1
4993,1.0,misunderstandings,adj,n,-1
4994,1.0,misunderstandings,noun,n,-1
4995,1.0,misuse,verb,y,-1
4996,1.0,mm,anypos,n,0
4997,1.0,moan,verb,y,-1
4998,1.0,mock,adj,n,-1
4999,1.0,mock,verb,y,-1
5000,1.0,mockeries,noun,n,-1
5001,1.0,mockery,noun,n,-1
5002,1.0,mocking,adj,n,-1
5003,1.0,mockingly,anypos,n,-1
5004,1.0,moderate,adj,n,1
